prompt,completion
Given chess position: rn2qrk1/pppb1ppp/4p3/P2p4/1bn5/NPP2P1N/R1Q1P1PP/2BK1B1R b - - 0 11. Is the move e8e7 legal? Answer:,legal
Given chess position: r4bn1/pppbkp1r/3p2pq/n3p2p/PP2PP1P/2NB2P1/2PP3R/R1BQK1N1 b Q - 3 12. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1q1kb1r/1ppnp1p1/p2p1nbp/5p2/5PP1/P2PPN2/1PP1K2P/RNBQ1B1R b kq - 6 11. What special moves are available? Answer:,castling
Given chess position: rn1qkb1r/p1pbn1p1/1p6/1B2Pp1p/4P3/4B3/PPP2PPP/RN2K1NR w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kb1r/1p1ppnpp/p1p5/q7/2N2p1P/1NPP4/PPKQP1P1/R1B2BR1 b k - 2 14. What special moves are available? Answer:,castling
Given chess position: rnbq1bnr/3pkp1p/pp5B/2pPp1p1/8/2N2NP1/PPP1PP1P/RQ2KB1R b KQ - 1 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nbqkbr1/3pp1pp/1ppP1p1n/1r6/pP1Q1P2/B1N4N/P1P1P1PP/1R2KB1R w K - 3 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bq1bn1/2ppp1r1/n4k2/pp5p/P1PP2p1/4B2B/1P2PP1P/RN2K1NR w KQ - 2 12. What special moves are available? Answer:,castling
Given chess position: 1nbqk1nr/rppppp2/p5pb/7p/6P1/P1KP3N/1PP1PP1P/RNBQ1B1R b k - 4 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qkb2/p1pppp2/b5pr/1p5p/Q3n3/P2P3N/1PP2PPP/RNB1KB1R w KQq - 2 10. Is the move b2b3 legal? Answer:,legal
Given chess position: r2q1knr/p1p1p2p/1p1pb1pb/5p2/7P/1PPPPN2/P2NQPP1/R1B1KB1R b KQ - 2 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqk2r/p2p4/2p2npp/1p3pP1/4p3/2PP1P1P/Pb2PK2/R1BQ1BNR w kq - 0 11. What special moves are available? Answer:,"castling, en passant"
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbq1bnr/1p1p1kp1/4pB1p/p1p5/2Pn1Q2/1P3P2/P2PN1PP/RN2KB1R b KQ - 0 14. What special moves are available? Answer:,castling
Given chess position: r3kb1r/pb1nppp1/3q2n1/Pp1p3p/4PP2/1P5N/2PPB1PP/RNB1K1R1 b Qkq - 2 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn2kb1r/1b2p3/2p2np1/p2p1pPp/QPp1P3/8/P2P1P1P/RNB1KBNR w KQkq - 0 16. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqkbnr/pp1npp1p/1Q1p4/2p3p1/2P5/P4P1N/1P1PP1PP/RNB1KB1R b KQkq - 3 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1r1qkbnr/1bp1p3/p2p3p/1P2npp1/NP4PP/3P1P2/2P1B2R/1RBQK1N1 b k - 0 14. What special moves are available? Answer:,"castling, en passant"
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb3nr/1p1qpk1p/p2p2pb/2p2p2/4PP1P/3P2N1/PPPQ2P1/R1B1KBNR w KQ - 1 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1rbq2nr/3pkpbp/1pp1p3/p5p1/1n6/N1P2P1N/PB1PP1PP/R1QK1B1R w - - 2 11. What special moves are available? Answer:,none
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqk1nr/pp1p1ppp/2pb1P2/4p3/8/BP1P3P/P1P1P1P1/RN1QKBNR b KQkq - 0 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qk1r1/5pp1/2b2P2/pPppp2p/R3P3/5P1N/1PPPB2P/1NBQ1RK1 b q - 0 14. Is the move d8f6 legal? Answer:,legal
Given chess position: r1bqkb1r/ppp1p2p/5ppn/1N1p4/3n1P1P/4P3/PPPP2P1/1RBQKBNR w Kkq - 0 7. What special moves are available? Answer:,"castling, en passant"
Given chess position: 2r1kbnr/p2n1ppp/bppp4/4p1q1/PPP1PP2/7P/3PQKPR/RNB2BN1 b k - 2 10. What special moves are available? Answer:,castling
Given chess position: rn1qkbnr/p1p1p3/P3b2p/3p2p1/1p2P3/6P1/NPPPKPBP/R1BQ3R w kq - 1 12. What special moves are available? Answer:,castling
Given chess position: 1n2k1nr/1p2p2p/r1pp1p1R/p4qP1/6N1/2N5/PPPPPP2/R1BQKB2 w Qk - 0 11. What special moves are available? Answer:,castling
Given chess position: rnb1kbnr/p1q1p1p1/5p1p/1Ppp4/8/N1Q2N2/PP1PPPPP/R1B1KB1R w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: rnb1k2r/p1p2p1p/1p3n2/3pp1p1/3P3q/B1P4B/P2NPP1P/R1Q1K1NR b KQkq - 1 12. What special moves are available? Answer:,castling
Given chess position: 3qk1nr/1ppnbp2/2rp3p/p7/P3NBb1/1P1P4/2P1PP1P/1R1QKBNR b Kk - 6 13. What special moves are available? Answer:,castling
Given chess position: rn2kbnr/pppqppp1/4b2p/3p1Q2/3PB3/4P2P/PPP2PP1/RNB1K1NR b KQkq - 4 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqkbnr/1ppppppp/6Q1/p7/2Bn4/2P1P1PP/PP1P1P2/RNB2KNR b k - 4 8. What special moves are available? Answer:,castling
Given chess position: r1bq2nr/p2pkp1p/n3p2B/8/2pPP1p1/NP4PP/P1P2P2/R2QKBNR w KQ - 0 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbq1b1r/1pp1pp1n/p2pk2p/6pQ/4PP2/3PB2N/PPP3PP/RN2KB1R w KQ - 2 9. Is the move e3c1 legal? Answer:,legal
Given chess position: r1bqkbnr/B1pp2p1/1p3p2/4pn1p/3PP3/8/PPP1KPPP/RN1Q1BNR w kq - 0 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb3nr/1p1p1kbp/p1p2P2/BN2p1p1/P1PP3P/R7/1P2PP2/Q3KBNR b K - 1 13. Is the move g8h6 legal? Answer:,legal
Given chess position: rnb4r/2ppkp2/4pn2/ppP3pp/Pb1P1P2/1PN5/4P1PP/R1B1KBNR w KQ - 0 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r2qkbnr/p1pp4/bpn3pp/1B3p2/PP1pP2P/8/N1PK1PP1/R1BQ2NR w - - 3 12. What special moves are available? Answer:,none
Given chess position: rnbqkb1r/pp1p2pp/5n2/2p2P2/1P2p3/P4N2/2PPPP1P/RNBQKB1R b KQkq - 0 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r1kbnr/p1qpppp1/bpn4p/2pP4/1P6/2NQ4/P1P1PPPP/R1B1KBNR b KQk - 7 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbk1bnr/pp1p1ppp/3qp3/2p5/N3P2P/4Q3/PPPP1P2/R1B1KBNR w KQ - 1 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkb1r/ppppnp2/4p2p/6p1/PP2P3/2P2P1N/3P2PP/RNBQKB1R b KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1r1k1b1r/pp2pppp/2npb2n/8/1Pp1Q3/PP3PPP/3PP1B1/RNB1K1NR w KQ - 2 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b2bnr/pp2p1pp/nq1pk3/2p2p2/PQ3PPN/3PP3/1PP4P/RNB1KB1R b KQ - 0 10. What special moves are available? Answer:,castling
Given chess position: r1bqkb2/pp1pn1p1/2p5/4pp2/P2Pn3/1PN1B1Pr/2P2P1P/R2QKBNR w K - 0 13. Is the move c3e4 legal? Answer:,legal
Given chess position: rnb2bnr/p1pp1ppp/1p2p1R1/8/4k3/N4N2/PPPQPPP1/R1B1KB2 w Q - 3 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/pp2p1pp/2p5/5p2/2p1P1P1/3B1Q2/PP1N1P1P/1RB1K1NR b Kkq - 1 7. Is the move g8f6 legal? Answer:,legal
Given chess position: r1b1kb1r/p2p1ppp/4p2n/npp1P2Q/3P1q2/PB4N1/1PP3PP/RNB1K1R1 b Qkq - 0 12. Is the move a5b7 legal? Answer:,legal
Given chess position: rnbqkbnr/4pp1p/8/2pp2pQ/ppP1P3/1P3PP1/P2P1K1P/RNB2BNR w kq - 0 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: r2qkbnr/ppp1p1p1/7p/P1np1pP1/8/4P2b/1PPPBP2/RNBQK1NR w KQkq - 0 10. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kbnr/2pqpp2/pp1p2p1/6Np/8/NPP4P/P2PPPP1/R1BQKB1R w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: rn2kb1r/p1p1pp1n/1pqp4/7p/1P3Np1/6P1/P1PPPP2/RNBQKB1R w KQkq - 0 16. Is the move h1g1 legal? Answer:,legal
Given chess position: r1bqkbnr/3p2pp/2n1p3/ppp2p2/Q2P4/2P2N2/PP1NPPPP/R1B1KB1R w KQkq - 0 7. What special moves are available? Answer:,"castling, en passant"
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqk1n1/1pppppbr/p7/5Pp1/PP5p/2N1P3/2PPK1PP/R1BQ1BNR b q - 0 7. Is the move a8a7 legal? Answer:,legal
Given chess position: rn2kb1r/ppq1p2p/4B2n/2p2pp1/P2p1P2/2P1P2N/1B1P2PP/RN1bK1R1 w Q - 2 13. Is the move f4g5 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbq1b1r/ppp1pkpp/3p4/8/1PPP1p2/PQ3n2/3NPPPP/R1BK1BNR b - - 3 11. What special moves are available? Answer:,none
Given chess position: 1r1qkb1r/pbppp1p1/1p3n1P/6p1/1n5R/2N2Pp1/P1PPP3/R1BQKB2 w Qk - 1 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1kbn1/ppppq3/n3pprp/1P4P1/3P3p/N1P4R/P2QPP2/R1B1KBN1 w Qq - 3 12. What special moves are available? Answer:,castling
Given chess position: rnbq1b1r/p1p1p1p1/3k1n2/1p1p1p1p/PP3P2/2BP3P/2P1P1P1/RNQK1BNR w - - 2 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1rbq2nr/2pknp1p/1p1pp3/8/p6Q/NPbPPPPP/P7/R1B1KBNR w KQ - 0 16. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqk1nr/pppp1p1p/4pbp1/8/1P6/B3P1P1/P1PPKP1P/RN1Q1BNR w kq - 2 6. What special moves are available? Answer:,castling
Given chess position: 2rq1knr/1pp1p1bp/p5p1/3N1pn1/P1PP4/7N/1P1KPPPP/2BQ1B1R w - - 1 13. Is the move d2e1 legal? Answer:,legal
Given chess position: rnb1k1nr/2pp1p1p/6pb/pp2p3/1P1q3P/PN1P2P1/R1P1PPR1/2BQKBN1 b kq - 6 10. What special moves are available? Answer:,castling
Given chess position: rnq3kr/p1p1p1bp/2b2p2/1p1pQ3/P3n1Pp/1P6/2PP1P2/RNB1KBNR w Q - 6 16. What special moves are available? Answer:,castling
Given chess position: 1nbq1bnr/r1p1p3/ppk5/3p1p1p/1PP2P1N/P2P2Pp/3NP3/R1B1KBR1 b Q - 0 14. What special moves are available? Answer:,"castling, en passant"
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkb2/p3p1pn/1pp4r/P2p1p1p/1P1P4/R3P2P/2P2PPR/1NBQKBN1 b q - 0 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: r4bnr/p2k1ppp/2n5/qppp4/3p1P2/PPN1B1Qb/2P1P1PP/3RKBNR b K - 3 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kbnr/p2p2pp/1p6/2p2N2/4pPP1/3PK2B/P1PNP2P/q2Q3R w kq - 0 13. Is the move d1e1 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkb1r/1ppppppp/p6n/8/8/3PPPBN/PPPN2PP/R2QKB1R b KQkq - 0 9. Is the move h6g8 legal? Answer:,legal
Given chess position: rnbqk1r1/2ppbp1p/5n2/pp4p1/4p3/P2PPPPP/1PP5/RNBQKBNR w Qq - 0 9. What special moves are available? Answer:,"castling, en passant"
Given chess position: r1bqkb1r/ppppppp1/5n2/7p/1P2N3/P7/2QPPPPP/RNB1KB1R b KQkq - 0 6. Is the move b7b5 legal? Answer:,legal
Given chess position: r3kbnr/p2bpp1p/q6n/1pppP1p1/5PP1/P1N3KP/1PPPN3/R1BQ1B1R w kq - 1 13. Is the move a1a2 legal? Answer:,legal
Given chess position: 1nb1kb1r/3p1ppp/r2pp2n/pp3P2/3q2P1/7N/PPP1P2P/R1BQKB1R w KQk - 0 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqk1nr/p1p1b1p1/1pBp4/4pp1p/P3P3/2N5/1PPP1PPP/R1BQK1NR b KQkq - 1 7. What special moves are available? Answer:,castling
Given chess position: rnb1kbnr/pp1p1p2/2p3p1/1P1q3p/5pP1/N1PPB2N/P3P2P/R2QKB1R b KQkq - 1 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbq4/2Qp1k1r/p1nbpp2/1p3Ppp/3PP1P1/5N2/PPP4P/RNB1KB1R w KQ - 0 16. Is the move c7a5 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1n1qkb2/rp2pp2/3pbnp1/ppP5/PP1PP1P1/5N1r/3K1P1P/RNB2B1R b - - 0 11. What special moves are available? Answer:,en passant
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 3qkbnr/r1pnp3/p1ppbppp/1P4P1/4P3/8/PNPPQP1P/RNB1K2R w KQk - 6 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1nb1kb1r/1p1p3p/r3pq2/1pP1Bpp1/2n2PQP/P3P3/2P3PR/RN2KBN1 w Qk - 5 14. Is the move b1c3 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kbr1/p2p1p1p/6p1/qpp1p2n/2P1PPP1/7N/PP1P3P/RNBQKB1R w KQq - 1 9. Is the move f4f5 legal? Answer:,legal
Given chess position: r2k1b1r/ppp2p1p/3p3n/3Pp1p1/3n3P/PP1P1NPR/2P2PB1/R1BQK3 w Q - 0 14. Is the move e1f1 legal? Answer:,legal
Given chess position: r1bqkb1r/pp2n2p/n7/2ppppp1/P5P1/2QP3P/1PP1PPB1/RNBK2NR b kq - 3 8. What special moves are available? Answer:,castling
Given chess position: r1bqkb1r/2pppnpp/p5n1/8/3Pp1Q1/pP6/P1PK1PPP/R1B2BNR b kq - 1 12. Is the move c8b7 legal? Answer:,legal
Given chess position: r1bqk2r/1pnppp1p/p5p1/2p5/1QP3n1/4PPNP/PP1BB1P1/RN1K3R b k - 2 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k1nr/1ppp1p1p/p2bp2q/6p1/P1PP4/1P1Q3N/3NPPPP/R1B1KB1R w KQkq - 1 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r3k1n1/pppb3r/B1p3Pp/4p3/1P5b/N2P4/P1P1KPPN/1RB4R b q - 0 15. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkb2/p2pp2r/5ppp/2p5/1p1PPB2/1PP2nP1/P2N1P1P/R1KQ1B1R b q - 1 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbqkb1r/pp1p1ppp/n7/P1p1p3/3PNP2/3Qn3/1PP1P1PP/R1B1KBNR w KQk - 5 8. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/3pp3/6pp/ppp2pN1/PP6/3P4/2P1PPPP/RNBQKB1R w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r3bbn1/pp1k1pp1/2n1p2r/P1p4P/R2p3P/2PP3R/1P1QPP2/2B1KBN1 w - - 1 16. Is the move d2c2 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqkb1r/p1ppp2p/1p2p3/6p1/2n1PB1P/N1PPnP2/P2RB1P1/2K3NR b kq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/3pqppp/2p5/pp6/8/3PPN2/PPPQ1PPP/R1B1KB1R b KQkq - 1 7. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bq1knr/p1pp3p/4p1p1/5pb1/PPp2P1P/3P4/3P2P1/RNBQKBNR b K - 2 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1kb1r/pp1pppp1/1n5p/2p3B1/P5P1/R2P4/2nKPP1q/1NQ1NBR1 b kq - 0 11. What special moves are available? Answer:,"castling, en passant"
Given chess position: r2qkb1r/pb1ppppp/1pn2n2/2p5/3P4/1P5P/P1PKPPP1/RNBQ1BNR b kq - 3 6. Is the move c5d4 legal? Answer:,legal
Given chess position: r1bk1b1r/3ppppQ/2p4n/pp6/1nP3P1/4P3/PP3P1P/RNB1KBNR w - - 0 11. What special moves are available? Answer:,en passant
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbqkb1r/pppp3p/4p1p1/1N3p2/5B2/6PB/PPP1nP1P/1R1QK1NR b Kkq - 1 8. Is the move e2g1 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1n1qkb1r/rbp1pp1p/p2p1np1/1p1P4/1P2P3/P1P2K2/1B3PPP/RN1Q1BNR w k - 1 10. What special moves are available? Answer:,castling
Given chess position: r1bqkbr1/ppppn1p1/2n2p2/1N2p1P1/P3P2p/1QP5/1P1PNP1P/R1B1K2R b KQq - 0 12. Is the move g8h8 legal? Answer:,legal
Given chess position: rnbk3r/1pq1n1b1/p1ppp1pp/3P1p2/1P3P2/1K2P1PP/P1PNN3/1RBQ1B1R w - - 1 16. Is the move a1h8 legal? Answer:,illegal
Given chess position: r3k1nr/p2q1pb1/Bpnp3p/2p1p1p1/5Pb1/N3P1PP/PPPP2RN/R1BQK3 w Qkq - 1 11. Is the move a6d3 legal? Answer:,legal
Given chess position: rn1q1bnr/1ppkpp2/p3b2p/P2p2p1/3PNBP1/8/1PP1PP1P/1R1QKBNR b K - 0 10. Is the move b7b6 legal? Answer:,legal
Given chess position: rnbqkb1r/pp2ppp1/3p1n1p/1P6/2p5/N1P2P2/P2PPKPP/R1BQ1BNR w kq - 0 8. What special moves are available? Answer:,castling
Given chess position: 2rqkbnr/1bpp2pp/4pp2/ppn4P/4P3/1P1P1Q2/P1P2PP1/RNB1KBNR b KQk - 2 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk2r/ppp2npp/5p2/3pp3/2PP1P2/bP1N2P1/P2P3P/RNBQKB1R b KQkq - 0 9. Is the move a3f8 legal? Answer:,legal
Given chess position: rnbq1bnr/1ppk1pp1/p2p3p/4p3/P4P2/2P5/QP1PP1PP/RNB1KBNR w KQ - 2 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqk2r/pp1pbppp/2p4n/4p3/4P3/P4PP1/RPPPN2P/1NBQKB1R w Kkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nb2knr/r1ppbppp/1p1p4/pB2N3/4P1q1/8/PPPP1P1P/1RBQK1R1 b - - 4 14. What special moves are available? Answer:,none
Given chess position: 2bqkbr1/1pppppp1/n6p/6N1/4n1P1/N1P1R3/rP1PPP1P/R1B1KB2 b Q - 1 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn3bn1/1pp1k1pr/5p1q/p2p1bp1/1P1p4/P1P2BP1/1B2PP1P/RN1QK2R w - - 3 16. What special moves are available? Answer:,none
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qk2r/p4pb1/bp6/3p1n1p/1P4P1/B1p1PN1P/P1PP1PB1/R2Q1RK1 b kq - 1 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k2r/pp3ppp/3b1n2/2pp1Q2/1q1P3P/P3PR2/1PP3P1/RNB2KN1 b kq - 4 12. Is the move b4b6 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn2kb1r/pbpp2pp/3B1n2/1P2pp2/3P2P1/5P1N/1PP2P1P/RNQK1B1R w kq - 1 12. Is the move h1g1 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnbk1b1r/1p1B1p2/p5pP/2p1p2n/2P5/4PP1P/PP1PN3/RNBQK2R b KQ - 0 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbQr/1p1ppp2/p5qn/7p/3PN1p1/2p3P1/PPP1PN1P/R3KB1R b KQkq - 5 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1r2k/p1p1qp1p/Qp2p3/3p2pP/4P3/P5P1/RPPPNP1R/1NB1KB2 w - - 1 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbqkb1r/ppp2ppp/2np4/1N2pn2/P7/3PPPP1/1PP4P/1RBQKBNR w Kk - 1 9. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
